2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=1&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=2&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=3&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=4&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=5&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=6&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=7&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=8&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=9&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=10&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=21&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=22&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=23&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=24&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=25&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
2015,mercedesbenz,cclass,c250,https://www.cars.com/for-sale/searchresults.action/?localVehicles=true&mdId=20745&mkId=20028&page=26&perPage=10&rd=99999&searchSource=PAGINATION&showMore=true&sort=relevance&trId=42603&yrId=56007&zc=21043
